listing_id,association_type,sector_represented,member_count,membership_fee_min,membership_fee_max,industry_id,association_metadata
a0862312-56dd-4c18-9f5b-d05d0726e1f6,National,Accounting & Finance,350000,3000,30000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICAI is the national professional accounting body of India. Established in 1949 by an Act of Parliament, it regulates the profession of chartered accountants in India and has over 3.5 lakh members and 8 lakh students."", ""mission"": """", ""vision"": """", ""sector"": ""Accounting & Finance"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Ranjeet Kumar Agarwal"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""350000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""icai@icai.org"", ""website"": ""https://www.icai.org""}}"
1b596351-195d-42af-8d53-b9b90e57de4b,National,Cost Accounting,90000,2000,20000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICMAI, formerly the Institute of Cost and Works Accountants of India (ICWAI), is a statutory body established in 1959. It regulates the profession of cost and management accountants and promotes excellence in management accounting."", ""mission"": """", ""vision"": """", ""sector"": ""Cost Accounting"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Biswarup Basu"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""90000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": ""icmai@icmai.in"", ""website"": ""https://www.icmai.in""}}"
8e96d5d2-8bc4-4f05-9da6-d8d7e4f7961f,National,Company Secretaries,65000,2000,20000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""ICSI is a statutory body constituted under the Company Secretaries Act, 1980. It regulates and develops the profession of company secretaries in India and has over 65,000 members and 2 lakh students enrolled."", ""mission"": """", ""vision"": """", ""sector"": ""Company Secretaries"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Manish Gupta"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""65000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""icsi@icsi.edu"", ""website"": ""https://www.icsi.edu""}}"
413c5df2-4c5d-4b98-9685-5dec7e509819,National,Shipping,50,100000,5000000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""INSA is the apex body of Indian ship-owning and ship-operating companies. Established in 1929, it promotes the Indian shipping industry, advocates for the interests of ship owners before government, and represents India in international maritime bodies."", ""mission"": """", ""vision"": """", ""sector"": ""Shipping"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Anil Devli"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""50+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""insa@insaindia.net"", ""website"": ""https://www.insaindia.net""}}"
6224b9e5-fd51-4f1f-922a-9a86058ed148,National,Carpet Exports,1800,3000,50000,3b1b6be7-d616-4c46-a470-2a2fc1d16691,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CEPC, established in 1982, is the nodal body for promotion of carpet exports from India. It assists manufacturers and exporters of hand-knotted, handloom, tufted, and machine-made carpets in building global markets."", ""mission"": """", ""vision"": """", ""sector"": ""Carpet Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bhadohi, Uttar Pradesh"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1800+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bhadohi, Uttar Pradesh, India"", ""phone_number"": """", ""email"": ""cepc@carpetindia.com"", ""website"": ""https://www.carpetindia.com""}}"
25890fff-27b2-4244-981c-89ffd64348dc,National,Handloom Exports,3000,2000,30000,3b1b6be7-d616-4c46-a470-2a2fc1d16691,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""HEPC is a government-backed body for the promotion of exports of handloom products. It assists handloom manufacturers and exporters of India to explore and develop overseas markets for handloom fabrics and made-ups."", ""mission"": """", ""vision"": """", ""sector"": ""Handloom Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Chennai, Tamil Nadu"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Chennai, Tamil Nadu, India"", ""phone_number"": """", ""email"": ""hepc@hepc.org"", ""website"": ""https://www.hepc.org""}}"
c038e3d2-e00c-4270-a3fc-93cb9393b4fe,National,Software Products,5000,0,100000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""iSPIRT is a think tank and volunteer organisation for software product companies in India. Founded by software industry veterans, it focuses on policy advocacy, market development, and playbooks for product entrepreneurs, and also drives initiatives like India Stack."", ""mission"": """", ""vision"": """", ""sector"": ""Software Products"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""info@ispirt.in"", ""website"": ""https://ispirt.in""}}"
a6d64c2e-b571-4c71-ab00-6acd173191d7,National,Electronics & Semiconductor,400,25000,500000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""IESA is the apex body of the electronics and semiconductor ecosystem in India. It promotes design, innovation, and manufacturing in electronics and works closely with the Ministry of Electronics and IT on industry development initiatives."", ""mission"": """", ""vision"": """", ""sector"": ""Electronics & Semiconductor"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sandeep Aurora"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""400+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""contact@iesaonline.org"", ""website"": ""https://www.iesaonline.org""}}"
7e1694ca-c969-4a7f-8bba-936154f736b9,National,Sugar Manufacturing,350,50000,1000000,7b332bd1-117a-4b40-92a1-aa8c5267a02b,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ISMA is the apex body of the Indian sugar industry, established in 1932. It represents large sugar mills across the country and works with the government on sugar pricing, export subsidies, ethanol policy, and sugarcane-related matters."", ""mission"": """", ""vision"": """", ""sector"": ""Sugar Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Aditya Jhunjhunwala"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""350+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""isma@indiansugar.com"", ""website"": ""https://www.indiansugar.com""}}"
d5358dba-3c3c-4688-a378-f6af6c24fd1d,National,Logistics Skill Development,500,10000,200000,f5fe36f6-02ef-4ca5-b884-30d22b5402cf,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""LSSC is the sector skill council for logistics in India, set up under the National Skill Development Corporation. It develops occupational standards and qualification packs for logistics jobs and promotes skilling of the logistics workforce."", ""mission"": """", ""vision"": """", ""sector"": ""Logistics Skill Development"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Subhas Barman"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""ceo@lssc.org.in"", ""website"": ""https://www.lssc.org.in""}}"
aee63107-b16e-4d8f-afdf-919dc10c301c,National,General Insurance,26,500000,10000000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""The General Insurance Council represents the non-life or general insurance companies in India. Constituted under the Insurance Act, 1938, it aims at promoting the spread of general insurance and looks after common industry interests."", ""mission"": """", ""vision"": """", ""sector"": ""General Insurance"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""M N Sarma"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""26+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""gic@gicouncil.in"", ""website"": ""https://www.gicouncil.in""}}"
9b461d50-3251-47b3-b5dc-d702a67d84ae,National,Public Health,5000,1000,10000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IPHA, established in 1956, is the national body of public health professionals in India. It promotes the science and practice of public health through conferences, publications, and training programmes, and advises on public health policy."", ""mission"": """", ""vision"": """", ""sector"": ""Public Health"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""B. Sesikeran"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""iphadelhi@gmail.com"", ""website"": ""https://www.iphaonline.org""}}"
a09e1bdc-5987-4a05-a8b5-9db24b512f79,National,Cybersecurity Intelligence,150,50000,500000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ISAC India facilitates sharing of cybersecurity threat intelligence among financial and other critical sector organisations in India. It works closely with CERT-In and the National Critical Information Infrastructure Protection Centre."", ""mission"": """", ""vision"": """", ""sector"": ""Cybersecurity Intelligence"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""150+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""info@isac.io"", ""website"": ""https://www.isac.io""}}"
41bf32fb-aa8e-495a-8023-7af2fbb5c2b1,National,Life Sciences / Biotech,400,25000,500000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ABLE is the industry body for companies in the biotechnology sector in India. It represents biotech startups, mid-sized companies, and large enterprises working in health biotech, agri-biotech, and industrial biotech."", ""mission"": """", ""vision"": """", ""sector"": ""Life Sciences / Biotech"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""K. Anand Kumar"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""400+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""able@ableindia.org"", ""website"": ""https://www.ableindia.org""}}"
572a4103-8ef6-410b-bb6b-4f96a9ca75c3,National,Defence Manufacturing,550,25000,1000000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""SIDM is the industry body for the Indian defence manufacturing sector, set up under the aegis of CII. It promotes the indigenisation of defence equipment and represents the private sector defence industry before the Ministry of Defence."", ""mission"": """", ""vision"": """", ""sector"": ""Defence Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""S. P. Shukla"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""550+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""sidm@siamindia.com"", ""website"": ""https://www.sidm.in""}}"
c0ac0337-600b-4eac-b170-5b606faa4aad,National,Space & Satellite,60,100000,2000000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ISpA is the premier industry association of space and satellite companies in India. Launched in 2021, it represents major private space companies and advocates for a progressive space policy to enable India's private space sector."", ""mission"": """", ""vision"": """", ""sector"": ""Space & Satellite"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""A. K. Bhatt"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""60+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@ispa.space"", ""website"": ""https://www.ispa.space""}}"
b8b6a8b9-6805-453f-bfdb-e0e506627fc0,National,Ophthalmology,20000,2000,20000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIOS is the national body of ophthalmologists in India, founded in 1930. With over 20,000 members, it promotes advances in ophthalmology through annual conferences, journals, and continuing medical education programmes."", ""mission"": """", ""vision"": """", ""sector"": ""Ophthalmology"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Rajesh Sinha"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""20000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""aios@aios.org"", ""website"": ""https://www.aios.org""}}"
261531c8-7e50-44aa-810b-733ea0fa40f3,National,Women Business Leaders,5000,2000,50000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FIWE is a non-profit organisation dedicated to promoting and facilitating women entrepreneurship in India. It provides networking, training, and advocacy support to women business owners across sectors."", ""mission"": """", ""vision"": """", ""sector"": ""Women Business Leaders"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Vinita Bali"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""fiwe@fiwe.in"", ""website"": ""https://www.fiwe.in""}}"
a5eac8d3-c2bc-4c8c-8963-becd3e4f9ccd,National,Insurance Broking,500,15000,150000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""IBAI is the national body representing licensed insurance brokers in India. It promotes professional standards in insurance broking, advocates for policy changes, and provides a platform for information exchange among member brokers."", ""mission"": """", ""vision"": """", ""sector"": ""Insurance Broking"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sumit Bohra"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""ibai@ibai.org.in"", ""website"": ""https://www.ibai.org.in""}}"
d1076dad-9816-4e7f-9d82-d199af2fa247,National,Cooperatives,800000,500,50000,985ff825-8855-4dec-9615-6d83578ef2cf,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""NCUI is the apex body at the national level for the cooperative movement in India. Established in 1929, it provides leadership and guidance to the cooperative movement and promotes cooperative principles and practices across sectors."", ""mission"": """", ""vision"": """", ""sector"": ""Cooperatives"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Dileep Sanghani"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""800000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""ncui@ncui.coop"", ""website"": ""https://www.ncui.net""}}"
e561e140-4a8c-4187-835b-ce7755ed6431,National,"Animation, VFX, Gaming",300,25000,500000,e42b13ce-89ed-481f-98ab-36ac53927ee4,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""This association represents companies in the Animation, VFX, Gaming, Comics and Extended Reality (AVGC-XR) sectors. It advocates for policy support, promotes skill development, and positions India as a global AVGC hub."", ""mission"": """", ""vision"": """", ""sector"": ""Animation, VFX, Gaming"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""300+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""info@avgcxr.in"", ""website"": ""https://www.avgcxr.in""}}"
